HBName,DailyPositive,CumulativePositive,datevar,rna_value,weekday,day,NHS_Borders,NHS_Dumfries_and_Galloway,NHS_Fife,NHS_Forth_Valley,NHS_Grampian,NHS_Greater_Glasgow_and_Clyde,NHS_Highland,NHS_Lanarkshire,NHS_Lothian,NHS_Orkney,NHS_Shetland,NHS_Tayside,NHS_Western_Isles
NHS Shetland,4,605,13-Sep-21,658,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,343,36179,13-Sep-21,287199.7743,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,7,659,13-Sep-21,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,434,36251,14-Sep-21,81473,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,66,6983,14-Sep-21,61803,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,95,9956,14-Sep-21,138041.3106,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,357,30873,14-Sep-21,165178.8287,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,257,27592,14-Sep-21,157572.3499,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,404,34630,14-Sep-21,43928.60832,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1229,152177,14-Sep-21,221901.0342,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,231,17273,14-Sep-21,312737,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,678,85200,14-Sep-21,781150.1674,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,745,86911,14-Sep-21,457057.6915,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,4,282,14-Sep-21,73920,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,10,615,14-Sep-21,41917,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,271,36450,14-Sep-21,287199.7743,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,4,663,14-Sep-21,0,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,337,36588,15-Sep-21,283052.0286,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,47,7030,15-Sep-21,31227.89029,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,75,10031,15-Sep-21,302385,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,309,31182,15-Sep-21,282844.2369,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,247,27839,15-Sep-21,124494.3161,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,370,35000,15-Sep-21,43928.60832,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,1052,153229,15-Sep-21,264993,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,175,17448,15-Sep-21,73612,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,583,85783,15-Sep-21,214316.0068,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,597,87508,15-Sep-21,347451.5445,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,4,286,15-Sep-21,73920,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,3,618,15-Sep-21,41917,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,271,36721,15-Sep-21,287199.7743,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,9,672,15-Sep-21,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,302,36890,16-Sep-21,120272.5885,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,48,7078,16-Sep-21,69492.58208,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,86,10117,16-Sep-21,302385,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,245,31427,16-Sep-21,282844.2369,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,241,28080,16-Sep-21,172889.3454,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,331,35331,16-Sep-21,15415,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,916,154145,16-Sep-21,397204,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,144,17592,16-Sep-21,73612,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,542,86325,16-Sep-21,262332.3753,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,488,87996,16-Sep-21,452978.6684,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,5,291,16-Sep-21,73920,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,4,622,16-Sep-21,41917,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,218,36939,16-Sep-21,323235.3331,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,5,677,16-Sep-21,0,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,261,37151,17-Sep-21,105567.9546,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,44,7122,17-Sep-21,71689.44707,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,72,10189,17-Sep-21,62112,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,259,31686,17-Sep-21,458292.6884,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,244,28324,17-Sep-21,202700,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,286,35617,17-Sep-21,93200.37181,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,868,155013,17-Sep-21,244650.8719,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,126,17718,17-Sep-21,304330.005,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,499,86824,17-Sep-21,585505,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,455,88451,17-Sep-21,301944,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,3,294,17-Sep-21,73920,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,5,627,17-Sep-21,41917,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,249,37188,17-Sep-21,397774,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,7,684,17-Sep-21,0,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,239,37390,18-Sep-21,105567.9546,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,25,7147,18-Sep-21,71689.44707,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,57,10246,18-Sep-21,62112,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,187,31873,18-Sep-21,458292.6884,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,155,28479,18-Sep-21,202700,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,232,35849,18-Sep-21,93200.37181,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,623,155636,18-Sep-21,244650.8719,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,103,17821,18-Sep-21,304330.005,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,457,87281,18-Sep-21,585505,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,353,88804,18-Sep-21,301944,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,1,295,18-Sep-21,73920,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,3,630,18-Sep-21,41917,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,177,37365,18-Sep-21,397774,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,3,687,18-Sep-21,0,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,237,37627,19-Sep-21,105567.9546,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,32,7179,19-Sep-21,71689.44707,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,50,10296,19-Sep-21,62112,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,267,32140,19-Sep-21,458292.6884,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,165,28644,19-Sep-21,202700,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,244,36093,19-Sep-21,93200.37181,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,681,156317,19-Sep-21,244650.8719,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,117,17938,19-Sep-21,304330.005,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,435,87716,19-Sep-21,585505,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,399,89203,19-Sep-21,301944,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,1,296,19-Sep-21,73920,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,631,19-Sep-21,41917,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,164,37529,19-Sep-21,397774,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,7,694,19-Sep-21,0,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,338,37965,20-Sep-21,76886.94297,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,65,7244,20-Sep-21,30440,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,83,10379,20-Sep-21,74137.02436,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,325,32465,20-Sep-21,109070.6463,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,259,28903,20-Sep-21,76657.09191,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,365,36458,20-Sep-21,168201.7662,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,971,157288,20-Sep-21,171030.258,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,155,18093,20-Sep-21,107087,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,601,88317,20-Sep-21,307911.5312,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,472,89675,20-Sep-21,117627.9938,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,6,302,20-Sep-21,73920,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,2,633,20-Sep-21,15098,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,363,37892,20-Sep-21,202650.9917,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,9,703,20-Sep-21,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,373,38338,21-Sep-21,76886.94297,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,43,7287,21-Sep-21,30440,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,60,10439,21-Sep-21,62412.86227,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,305,32770,21-Sep-21,272974.833,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,234,29137,21-Sep-21,134990,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,373,36831,21-Sep-21,168201.7662,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,895,158183,21-Sep-21,333778.5667,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,130,18223,21-Sep-21,222712,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,527,88844,21-Sep-21,307911.5312,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,547,90222,21-Sep-21,252147,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,6,308,21-Sep-21,20735,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,634,21-Sep-21,15098,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,303,38195,21-Sep-21,202650.9917,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,7,710,21-Sep-21,19843,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,355,38693,22-Sep-21,76886.94297,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,49,7336,22-Sep-21,32854.61339,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,101,10540,22-Sep-21,62412.86227,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,289,33059,22-Sep-21,139308.8034,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,198,29335,22-Sep-21,74691.23441,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,290,37121,22-Sep-21,76734,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,821,159004,22-Sep-21,333778.5667,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,121,18344,22-Sep-21,237321.6093,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,472,89316,22-Sep-21,64212,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,534,90756,22-Sep-21,206000.9342,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,3,311,22-Sep-21,20735,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,635,22-Sep-21,658,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,273,38468,22-Sep-21,174438,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,8,718,22-Sep-21,19843,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,298,38991,23-Sep-21,76886.94297,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,27,7363,23-Sep-21,41297,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,86,10626,23-Sep-21,62412.86227,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,214,33273,23-Sep-21,139308.8034,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,191,29526,23-Sep-21,74691.23441,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,255,37376,23-Sep-21,90082,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,759,159763,23-Sep-21,212858.3449,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,108,18452,23-Sep-21,69569,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,444,89760,23-Sep-21,380925.0994,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,481,91237,23-Sep-21,316368.4392,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,3,314,23-Sep-21,19378,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,636,23-Sep-21,658,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,248,38716,23-Sep-21,190398,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,6,724,23-Sep-21,19843,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,276,39267,24-Sep-21,184929.5253,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,26,7389,24-Sep-21,41297,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,73,10699,24-Sep-21,62412.86227,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,217,33490,24-Sep-21,159385.0721,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,170,29696,24-Sep-21,72976.58874,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,276,37652,24-Sep-21,90082,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,581,160344,24-Sep-21,290835,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,74,18526,24-Sep-21,182539,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,400,90160,24-Sep-21,27755,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,409,91646,24-Sep-21,196792.251,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,2,316,24-Sep-21,19378,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,637,24-Sep-21,658,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,209,38925,24-Sep-21,129595,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,3,727,24-Sep-21,19843,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,202,39469,25-Sep-21,184929.5253,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,23,7412,25-Sep-21,41297,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,66,10765,25-Sep-21,62412.86227,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,182,33672,25-Sep-21,159385.0721,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,132,29828,25-Sep-21,72976.58874,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,185,37837,25-Sep-21,90082,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,452,160796,25-Sep-21,290835,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,72,18598,25-Sep-21,182539,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,301,90461,25-Sep-21,27755,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,344,91990,25-Sep-21,196792.251,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,316,25-Sep-21,19378,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,4,641,25-Sep-21,658,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,168,39093,25-Sep-21,129595,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,9,736,25-Sep-21,19843,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,213,39682,26-Sep-21,184929.5253,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,22,7434,26-Sep-21,41297,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,43,10808,26-Sep-21,62412.86227,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,204,33876,26-Sep-21,159385.0721,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,145,29973,26-Sep-21,72976.58874,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,194,38031,26-Sep-21,90082,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,421,161217,26-Sep-21,290835,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,86,18684,26-Sep-21,182539,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,322,90783,26-Sep-21,27755,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,322,92312,26-Sep-21,196792.251,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,316,26-Sep-21,19378,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,3,644,26-Sep-21,658,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,166,39259,26-Sep-21,129595,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,10,746,26-Sep-21,19843,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,284,39966,27-Sep-21,329352.2137,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,49,7483,27-Sep-21,103294.0538,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,100,10908,27-Sep-21,167967.032,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,288,34164,27-Sep-21,159276.4848,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,249,30222,27-Sep-21,72976.58874,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,274,38305,27-Sep-21,90082,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,673,161890,27-Sep-21,218681.066,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,97,18781,27-Sep-21,93620,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,425,91208,27-Sep-21,477214.3422,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,459,92771,27-Sep-21,204557.8354,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,5,321,27-Sep-21,19378,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,645,27-Sep-21,10148,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,212,39471,27-Sep-21,313980.5389,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,19,765,27-Sep-21,98191,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,326,40292,28-Sep-21,21950,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,50,7533,28-Sep-21,103294.0538,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,88,10996,28-Sep-21,53943,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,229,34393,28-Sep-21,193328.3825,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,158,30380,28-Sep-21,41242,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,304,38609,28-Sep-21,161357,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,760,162650,28-Sep-21,72420.76136,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,113,18894,28-Sep-21,90142.03275,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,521,91729,28-Sep-21,477214.3422,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,429,93200,28-Sep-21,268702,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,3,324,28-Sep-21,19378,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,645,28-Sep-21,10148,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,214,39685,28-Sep-21,313980.5389,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,12,777,28-Sep-21,98191,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,185,40477,29-Sep-21,203746.1159,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,26,7559,29-Sep-21,59963.37698,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,58,11054,29-Sep-21,53943,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,191,34584,29-Sep-21,169326.2494,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,155,30535,29-Sep-21,111835.0044,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,288,38897,29-Sep-21,152821,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,603,163253,29-Sep-21,123313,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,98,18992,29-Sep-21,95734.90497,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,427,92156,29-Sep-21,310902.4967,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,396,93596,29-Sep-21,252781.577,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,324,29-Sep-21,19378,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,4,649,29-Sep-21,658,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,168,39853,29-Sep-21,83256,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,10,787,29-Sep-21,98191,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,178,40655,30-Sep-21,658,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,45,7604,30-Sep-21,658,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,81,11135,30-Sep-21,53943,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,156,34740,30-Sep-21,169326.2494,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,152,30687,30-Sep-21,236360.2873,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,255,39152,30-Sep-21,286511.2144,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,522,163775,30-Sep-21,263864.3948,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
